epoch,train_loss,val_f1,val_auc
0,1.5805473327636719,0.8551131730124499,0.4658466335353707
1,1.532883644104004,0.7145724276344375,0.467013136841436
2,1.509013295173645,0.5951751895108521,0.42186294663671425
3,1.4826667308807373,0.4072746503701963,0.3854628623956258
4,1.4671473503112793,0.39851798301102476,0.42575980958335097
5,1.4478466510772705,0.457687090876924,0.48191001833170855
6,1.4379361867904663,0.511923779096303,0.5128347973975331
7,1.4307612180709839,0.5440157148870493,0.538780170495486
8,1.4108080863952637,0.5801484588426833,0.5659529786377315
9,1.395667314529419,0.6070207802072595,0.58931409210359
10,1.3785881996154785,0.6256597101293969,0.6057826791845038
11,1.3921608924865723,0.6363803761673024,0.6068625466239985
12,1.3572489023208618,0.6393485139270709,0.5984243128258382
13,1.3731359243392944,0.6298396912956776,0.604090320751918
14,1.356344223022461,0.6215156111082056,0.6192832407917601
15,1.3505642414093018,0.7561763587989357,0.6483525039206545
16,1.3417375087738037,0.753096732618917,0.6727158903064467
17,1.3291113376617432,0.7467532467532467,0.6682054846776586
18,1.336061716079712,0.5963392180223113,0.6472084993430254
19,1.325524926185608,0.5454700127605274,0.6242900622006528
20,1.3258376121520996,0.5282331511839709,0.6102362591658543
21,1.3239021301269531,0.5429635998853539,0.6204247631712797
22,1.3199405670166016,0.5075615212527964,0.6349953323019539
23,1.309836506843567,0.4855001827708054,0.6441851184673419
24,1.3036340475082397,0.47257800685164036,0.6441140115712288
25,1.3067078590393066,0.476363077868223,0.6462389585894122
26,1.2927625179290771,0.4897353600193787,0.6353110350527699
27,1.287976622581482,0.49950475733109223,0.6323856069596914
28,1.2899603843688965,,
29,1.278112530708313,,
30,1.273181676864624,,
31,1.2703436613082886,,
32,1.2671270370483398,,
33,1.253421664237976,,
34,1.2404580116271973,,
35,1.2448443174362183,,
36,1.226304292678833,,
37,1.223942518234253,,
38,1.216398000717163,,
39,1.2058806419372559,,
40,1.203390121459961,,
41,1.1931867599487305,,
42,1.1894644498825073,,
43,1.1718722581863403,,
44,1.1567357778549194,,
45,1.162102222442627,,
46,1.1368095874786377,,
47,1.1247984170913696,,
48,1.1188942193984985,,
49,1.1108689308166504,,
50,1.0903204679489136,,
51,1.0729308128356934,,
52,1.0700953006744385,,
53,1.0580905675888062,,
54,1.0524003505706787,,
55,1.0365350246429443,,
56,1.0301133394241333,,
57,1.0141862630844116,,
58,0.9905320405960083,,
59,0.9880486726760864,,
60,0.9655740261077881,,
61,0.9559504985809326,,
62,0.9566373825073242,,
63,0.936813235282898,,
64,0.9218244552612305,,
65,0.909244179725647,,
66,0.8975170850753784,,
67,0.8862093091011047,,
68,0.874864399433136,,
69,0.8594241142272949,,
70,0.8592208623886108,,
71,0.8463331460952759,,
72,0.832598090171814,,
73,0.8240095376968384,,
74,0.812691330909729,,
75,0.808072566986084,,
76,0.8003360033035278,,
77,0.7810461521148682,,
78,0.773518443107605,,
79,0.7641152143478394,,
